Label	Bone	Specification version	Animation time	Bone rest X global origin in meters	Bone rest Y global origin in meters	Bone rest Z global origin in meters	Bone rest truncated normalized basis axis x 0	Bone rest truncated normalized basis axis x 1	Bone rest truncated normalized basis axis x 2	Bone rest truncated normalized basis axis y 0	Bone rest truncated normalized basis axis y 1	Bone rest truncated normalized basis axis y 2	Bone rest X global scale in meters	Bone rest Y global scale in meters	Bone rest Z global scale in meters	Bone X global origin in meters	Bone Y global origin in meters	Bone Z global origin in meters	Bone truncated normalized basis axis x 0	Bone truncated normalized basis axis x 1	Bone truncated normalized basis axis x 2	Bone truncated normalized basis axis y 0	Bone truncated normalized basis axis y 1	Bone truncated normalized basis axis y 2	Bone X global scale in meters	Bone Y global scale in meters	Bone Z global scale in meters	Bone parent X global origin in meters	Bone parent Y global origin in meters	Bone parent Z global origin in meters	Bone parent truncated normalized basis axis x 0	Bone parent truncated normalized basis axis x 1	Bone parent truncated normalized basis axis x 2	Bone parent truncated normalized basis axis y 0	Bone parent truncated normalized basis axis y 1	Bone parent truncated normalized basis axis y 2	Bone parent X global scale in meters	Bone parent Y global scale in meters	Bone parent Z global scale in meters
rightUpperArm	RightArm	VERSION_NONE	0	0.06611776351929	0.06611776351929	0.06611776351929	1	0	0	0	1	0	1	1	1	0.09778372943401	1.32086622714996	-0.02041530609131	1	0	0	0	1	0	1	1	1	0.09778372943401	1.32086622714996	-0.02041530609131	1	0	0	0	1	0	1	1	1
rightLowerArm	RightForeArm	VERSION_NONE	0	0.2226394712925	0.2226394712925	0.2226394712925	1	0	0	0	1	0	1	1	1	0.32042318582535	1.31002938747406	-0.02034723758698	1	0	0	0	1	0	1	1	1	0.32042318582535	1.31002938747406	-0.02034723758698	1	0	0	0	1	0	1	1	1
rightHand	RightHand	VERSION_NONE	0	0.21280893683434	0.21280893683434	0.21280893683434	1	0	0	0	1	0	1	1	1	0.53323209285736	1.31015336513519	-0.04012191295624	1	0	0	0	1	0	1	1	1	0.53323209285736	1.31015336513519	-0.04012191295624	1	0	0	0	1	0	1	1	1
rightIndexProximal	RightHandIndex1	VERSION_NONE	0	0.07061040401459	0.07061040401459	0.07061040401459	1	0	0	0	1	0	1	1	1	0.60384249687195	1.31803464889526	-0.05950140953064	1	0	0	0	1	0	1	1	1	0.60384249687195	1.31803464889526	-0.05950140953064	1	0	0	0	1	0	1	1	1
rightIndexIntermediate	RightHandIndex2	VERSION_NONE	0	0.02857804298401	0.02857804298401	0.02857804298401	1	0	0	0	1	0	1	1	1	0.63242053985596	1.32068634033203	-0.06078279018402	1	0	0	0	1	0	1	1	1	0.63242053985596	1.32068634033203	-0.06078279018402	1	0	0	0	1	0	1	1	1
rightIndexDistal	RightHandIndex3	VERSION_NONE	0	0.01600021123886	0.01600021123886	0.01600021123886	1	0	0	0	1	0	1	1	1	0.64842075109482	1.32252073287964	-0.06142807006836	1	0	0	0	1	0	1	1	1	0.64842075109482	1.32252073287964	-0.06142807006836	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	RightHandIndex3_end	VERSION_NONE	0	0.01599538326263	0.01599538326263	0.01599538326263	1	0	0	0	1	0	1	1	1	0.66441613435745	1.32430970668793	-0.06228399276733	1	0	0	0	1	0	1	1	1	0.66441613435745	1.32430970668793	-0.06228399276733	1	0	0	0	1	0	1	1	1
rightMiddleProximal	RightHandMiddle1	VERSION_NONE	0	0.07508170604706	0.07508170604706	0.07508170604706	1	0	0	0	1	0	1	1	1	0.60831379890442	1.32246446609497	-0.04639971256256	1	0	0	0	1	0	1	1	1	0.60831379890442	1.32246446609497	-0.04639971256256	1	0	0	0	1	0	1	1	1
rightMiddleIntermediate	RightHandMiddle2	VERSION_NONE	0	0.02973425388336	0.02973425388336	0.02973425388336	1	0	0	0	1	0	1	1	1	0.63804805278778	1.32437908649445	-0.04672026634216	1	0	0	0	1	0	1	1	1	0.63804805278778	1.32437908649445	-0.04672026634216	1	0	0	0	1	0	1	1	1
rightMiddleDistal	RightHandMiddle3	VERSION_NONE	0	0.01748913526535	0.01748913526535	0.01748913526535	1	0	0	0	1	0	1	1	1	0.65553718805313	1.32548606395721	-0.04737067222595	1	0	0	0	1	0	1	1	1	0.65553718805313	1.32548606395721	-0.04737067222595	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	RightHandMiddle3_end	VERSION_NONE	0	0.0174372792244	0.0174372792244	0.0174372792244	1	0	0	0	1	0	1	1	1	0.67297446727753	1.3272430896759	-0.04797196388245	1	0	0	0	1	0	1	1	1	0.67297446727753	1.3272430896759	-0.04797196388245	1	0	0	0	1	0	1	1	1
rightLittleProximal	RightHandPinky1	VERSION_NONE	0	0.06819140911102	0.06819140911102	0.06819140911102	1	0	0	0	1	0	1	1	1	0.60142350196838	1.31209564208984	-0.02049136161804	1	0	0	0	1	0	1	1	1	0.60142350196838	1.31209564208984	-0.02049136161804	1	0	0	0	1	0	1	1	1
rightLittleIntermediate	RightHandPinky2	VERSION_NONE	0	0.02024239301682	0.02024239301682	0.02024239301682	1	0	0	0	1	0	1	1	1	0.6216658949852	1.31389737129211	-0.02071630954742	1	0	0	0	1	0	1	1	1	0.6216658949852	1.31389737129211	-0.02071630954742	1	0	0	0	1	0	1	1	1
rightLittleDistal	RightHandPinky3	VERSION_NONE	0	0.01575738191605	0.01575738191605	0.01575738191605	1	0	0	0	1	0	1	1	1	0.63742327690125	1.31536066532135	-0.02113449573517	1	0	0	0	1	0	1	1	1	0.63742327690125	1.31536066532135	-0.02113449573517	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	RightHandPinky3_end	VERSION_NONE	0	0.01575553417206	0.01575553417206	0.01575553417206	1	0	0	0	1	0	1	1	1	0.6531788110733	1.3167120218277	-0.02187955379486	1	0	0	0	1	0	1	1	1	0.6531788110733	1.3167120218277	-0.02187955379486	1	0	0	0	1	0	1	1	1
rightRingProximal	RightHandRing1	VERSION_NONE	0	0.07202243804932	0.07202243804932	0.07202243804932	1	0	0	0	1	0	1	1	1	0.60525453090668	1.31668901443481	-0.03223943710327	1	0	0	0	1	0	1	1	1	0.60525453090668	1.31668901443481	-0.03223943710327	1	0	0	0	1	0	1	1	1
rightRingIntermediate	RightHandRing2	VERSION_NONE	0	0.02612960338593	0.02612960338593	0.02612960338593	1	0	0	0	1	0	1	1	1	0.6313841342926	1.320392370224	-0.03309607505798	1	0	0	0	1	0	1	1	1	0.6313841342926	1.320392370224	-0.03309607505798	1	0	0	0	1	0	1	1	1
rightRingDistal	RightHandRing3	VERSION_NONE	0	0.01954138278961	0.01954138278961	0.01954138278961	1	0	0	0	1	0	1	1	1	0.65092551708221	1.32240843772888	-0.03333282470703	1	0	0	0	1	0	1	1	1	0.65092551708221	1.32240843772888	-0.03333282470703	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	RightHandRing3_end	VERSION_NONE	0	0.01948374509811	0.01948374509811	0.01948374509811	1	0	0	0	1	0	1	1	1	0.67040926218033	1.3247481584549	-0.03427338600159	1	0	0	0	1	0	1	1	1	0.67040926218033	1.3247481584549	-0.03427338600159	1	0	0	0	1	0	1	1	1
rightThumbProximal	RightHandThumb1	VERSION_NONE	0	0.0241367816925	0.0241367816925	0.0241367816925	1	0	0	0	1	0	1	1	1	0.55736887454987	1.30207145214081	-0.05968523025513	1	0	0	0	1	0	1	1	1	0.55736887454987	1.30207145214081	-0.05968523025513	1	0	0	0	1	0	1	1	1
rightThumbIntermediate	RightHandThumb2	VERSION_NONE	0	0.01740026473999	0.01740026473999	0.01740026473999	1	0	0	0	1	0	1	1	1	0.57476913928986	1.30212140083313	-0.07564103603363	1	0	0	0	1	0	1	1	1	0.57476913928986	1.30212140083313	-0.07564103603363	1	0	0	0	1	0	1	1	1
rightThumbDistal	RightHandThumb3	VERSION_NONE	0	0.01612371206284	0.01612371206284	0.01612371206284	1	0	0	0	1	0	1	1	1	0.59089285135269	1.30165338516235	-0.08824324607849	1	0	0	0	1	0	1	1	1	0.59089285135269	1.30165338516235	-0.08824324607849	1	0	0	0	1	0	1	1	1
VRM_BONE_NONE	RightHandThumb3_end	VERSION_NONE	0	0.01533633470535	0.01533633470535	0.01533633470535	1	0	0	0	1	0	1	1	1	0.60622918605804	1.30162966251373	-0.09926581382751	1	0	0	0	1	0	1	1	1	0.60622918605804	1.30162966251373	-0.09926581382751	1	0	0	0	1	0	1	1	1
